textID,selected_text
b9ec075666,bought three books!! yipee!!  now who`s with me on that read-ten-books-during-the-summer thing?
ca333e378d,bored
5a91b175f6,", goodnight"
ac00adda49,"_The_Moon Hiya hun! It`s just not my day. Dentist appointment (ouch!),notebook being a ****. Feeling sick  How`s you?"
cf9dc7479a," but i do emily ahahha you scare me, so it would work"
005e2e60d3,Now I need to change my monitor
0b1fad03e9," I know dude, i`m doing re-runs, making Jenny watch them now too so we can have conversations LOL.  Haven`t been online much"
2c72a5582a,WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!
af0778ed50,should not have waled past the Quad! I want to be outside having fun.
1e0416ec46,"just rocked home from maccas, and now signing a petition for big bang to tour aus  LOL"
1e6f72ea44,i think the food i ate made me sick.. i no feel so good
cc930f7aa8, eagerly anticipating twitpics
9c202174a3,"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee"
b9a1df7a8a,Just wants to stay in bed all day but has to go to work instead  sux
7b3132d3cc,chillen trying to figure this thing out gettin drunk
5f80970983,yay doctors  now interview then back 2 the doctor`s for blood work
f008d91039,Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...
c223721eed,I`m siiiiiickkk  I dun feel good!!
7f8a3308f8, Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic
3f7adda0a4,Glorious sunny day in London town.. I`m in drama school fighting people with swords while protecting my romantically structured face
6c60cf0bb2,_89 I feel so sorry for her  hope she dnt cry 2nd time
f77651be05,would wish the severe migrains would stop!!! doc`s prescriptions arent working
aff740a028,wish
c3f1116734,My Life Would Suck Without You - Kelly Clarkson
4b57011c85,revising for exams
cb4266c560," you should so host the next logies, i only laughed at your bit really"
dcb3bb2912, Hi Jordan i`m gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don`t leave us out.
f61b40624e,__joy i feel like red lea now
b6d2229b03, I`d love to but I think the trek from London would be a bit too much
299fda8c5b, hey hey
fbea09d42d,thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch
1b62e0c672,Is miserable  i feel like im gona cry  sux!
2452a0aa6a, i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol
8a821c6d63," LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?"
0f93ebfb23," lol, get watching it again  hehe"
dd655c5aee, Hope you did great - you certainly spent enough time studying.
e94ceb6edd, btw - downloaded iphone 3.0 sdk
61e8b484df,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me
5be41389ce," I need botox work on the lips if I`m going to change my name to Angelina Jolie, but it`s a thought! Sad though about the racism"
bd0f0ebc57," me? A doctor? *laughs* oh, no, no, no. I was _crane`s patient at Arkham Aslyum, but now I work for him"
772ba56ce6,Morning all! Have a GREAT DAY! Off to school I go
390f00c85a,"now, in a weird mood  muahaz"
4a680661d5, congrats! Photo of dre?
e2505e6219,"#SanctuarySunday  thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!"
0d85e6d515,"Done at Disneyland, kid`s knocked out, stopped by the hotel bar and grabbed a grey goose & tonic on the way up...peace"
086671fad9, ok. lol. i miss you too. i hope your cramps get better. i know how painful they can be.
9c99cd9396," Oh, and a very good review"
f35cc8bb35,_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.
5ba64af2fd,I`m extremely hungry.... and the only thing I have in my house is Soup...  I don`t like soup... *pouts*
dbd82ea5bd, its hilarious
8b6c53f38b,love
e8cb7f18bd,Happy
9ea273deaa,lost
cf0d831059,starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update
8f0bafc9dc,"   In effect, your podcast IS the audio version of your book. Isn`****? (plus, it has the added charm of banter  )"
0888d7dab7,"Sunny synday morning. Nicole is up later than usual, mommy got some sleep"
04d3c2d056,Browsing  find everything about university & interior design.
8bbaca6e4b,I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!
4a9529e753, visit si fr joemar dito bataan (frm camiguin) & sum of my ofcmates& i are supposed to meet him this saturday  can`t luwas
8be2d4f69f,excited
d9c10546e6,Ugh I don`t feel well again all of a sudden
90be8eaffb,I want a new phone  I`ve seen too much cellphone commercials (
8ba332dbbd, we`ll test that theory  with no right arm to strum with.  Got a feelin I`ll be humming my new tunes for a while
1086c26e82, http://twitpic.com/4vuuy - That`s so cool.
b357b9e7d2,school. 39 days !!! so exited. Amazing premier 
0050eebd18,  tis very useful indeed esp. for newbies like me!
426cb788e5,Gonna go and see my sister at Mount Sinai ....  she`s there for at least another 24 hours.
d30d23e543, it was just the handle tg
04a204382a,backe backe... MUFFINS!!!
2bc1a7126b,is relaxing after working on Mothers Day.  Oh well. A good day had.  Hope you are all well
a2fb29c072,lasttt mondayyy of classs
a2bbae6c4c, yup!  Now I can join in on the nin access fun!
0ce30035ac,"I just walked into work, all the while thinking that I was sitting in Bellagio this time Wednesday."
b3505b0aa7, unfair  I wanna go too.
99fcc18a8d,Download movie  'A Good Day to Be Black &#38 Sexy' http://tinyurl.com/ckmkul cool #movie
2b6bc6920b,Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I`m sittin down!!
d40dd3b17b,miss
5aa8a5280f, I knooww  & my hot water bottle iss in whangamata without me. ahhhhh
7dd57c2598," eeeeep so jealous ;) I`m at work  um, how can u receive Viva? Do they broadcast it online? :plz:"
0142108215, Thank you so much phaoloo !!!!
f4aba8da1c, the hotel should be thankful
9cf9045a3c,"Watching GH. I feel so bad for Carly.  OMG, so **** up."
1962095a32, rofl that`s what we like to hear
9acf7846ab,"Ok I`m frustrated, there is hella dust between the screens of my blackberry"
e4d58eb70f,IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[
791b4a40af, We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party
0c415791d1,"Change of plans, working inside bar tonight"
3bd0bff670,thanks
c7f27553b8," Well, good luck then."
a717783c80,at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes
5a2add1cd8,Arghhhhhhhhh... i can`t keep up with these TwitterBones peeps
5999397144,Undervote is just going on  I`m all overalled up
54a3eab849,making german apple slice  nom nom nom
77b6b38e7e,Looks like its another night at the office lol
dd6ea8c37a,hurts
af08dd0be5,Got about 2 hours sleep.
3cd447856a,Anybody else experiencing painful slowdowns with facebook?
d7765a3fd6,Lol..2 people in falcon..and boo one of them being becca
509033a1ff,i really need to earn money... so that i can watch the PCD concert
b09f14d65a,The poor Pirate had out his last wisdom tooth and is looking really peaky.
3160620b36,Mozzer cancelled tonight by the looks of it.
b2e3ebc647,"waiting for aaron to get into town, and then leave him for work. booo"
1f9644b008,morning tweat tweat twitter
1fee7a1358,Headed home ... Charlie`s at the vet
42d3659c3d,i wanna b maliks from taking the stage
8746563ae3,is going to bed soon. happy mothers day to all the mothers  <333 ryan less than 3 weeks :]
01fb29c047,bored
065e4c2dba,unfortunately
d0380dbe70,about to go to leeds shopping
d0c092c3ee," Sadly, I can`t view that site due to region restrictions"
ed92ed183a,"It`s 20:50 hs and i`m still at the office...really tired,wanna go home!"
75d0302de7,Aly & AJ new album this summer. YAY!
96c5092f80,_day26 ~ Awwwww have fun with the fam boo boo
ddbc8dba62,@ lovelytrinkets I like the way you worded that about Rocky Road
80b61dc4e6,Mexican coca cola in a bottle. New favorite thing.  No high fructose corn syrup....  sugar is so awesomely old school.
37897b1693,Got people don`t let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.
7a4af13b01,I have nothing witty to say
000ceaec55, me too.
97cd2255be,Hi ho  hi ho it`s off to work we go
bebfd966a0,Thanks
bebcdc05ad," u welcome babe, kill the show! Yuuupp!"
e2ea1af68e," Hey, Candis."
25c3c99b1a, I was never a good stereotypical teen
ee27c73f40,love
f90a6f5da0, i am so sorry
49e9fe8b96,i want to go to singapore but my mother seems not
b34a3e3d72,JB on the front of factor x!!!!! wooh contest timeee
0a96d05fdf, so u aren`t going to be in Chicago
ab3f55a84d,love
0437867c21,So tired.
80ea9ba96f,had a lovely breakfast with mum...yummy pancakes
4914c3c579, Yay! have fun
33bb4fcc72, Why thank you... Us Mami`s are bringin` sexy back...
f0da745521,awesome
351d279fba,"Oh god, a moth was living in a **** power outlet!  (Actually, my PowerSquid.)"
b5237966b8,"I am craving Burrito Boys - Large halibut, with everything on it, no jalepenos, 1 line hot sauce. Can anybody hook me up?"
55cec41587,Oh is that time for real?
2cbc372326,So now we`ll pay more in sales tax...great.  Even worse Mom and Pop businesses have to double what they pay in business licenses.
8997a62a75,love
bce5834e03,I misses my bed  so sleepy!
a9b9f7a878,"Woo! Two days till awesome gig, one day till Uni is finished for 12 days  #gigs #3yp"
d72edc0bb2,No TV and no internet make Catherine something something?
2fdd2501d1,Anyone have some advice??? I need it!!
5fcaa99ec8,Just found mj mouse flats at DJs. Of course there are none left in my size
3dfd82c60f,I`m dreading hearing even worse news tonight
16f31448e1,"so now that I have a whole 20 followers, 5 of them actual people, I don`t know what to write in here anymore"
bab04dc463,haappy bank holiday  2 weeeeks. aah!
109b636fa5,  I thought  was against licensing stores bc it takes away from the experience they want to provide
cc29d748cb,_a_michael It doesn`t look like you`re tired in the pic.  Don`t work too hard.
bf4b4c0f0b,so I slept in a little...well a lot. whooops
64b297c15e,says my new layout is so cute x) see the cuties ? hahahah  http://plurk.com/p/suqp6
bc1fbaf4a1," Good night, Rob. Sleep well. Safe travels tomorrow!"
f59d8d766f, i know i suck.  my data plan is weak sauce.
8a1bf14c15," Well I will be making beds, creating noise & cleaning cleaning all day long.  With music & a smile  x"
acfcaea70b,"  Bit of New Scientist, this weeks an last weeks, and Watership Down"
97e53162ff, dear oh dear.....
c0b7788e74,my monday running so fast!
15c531b290,playing at my old school playground still the same except them lame **** got rid of the tire swing
23efa13d7c,happy mommah`s
c44b286776,_Cal Work or...(hehe mind in the gutter)! I`m sittin here doin this student loan thing.
29ed43caca," Lol - I could have written that - would be good to have 2 Mondays this week, then I might catch up x"
6693f9c143, you`re surrounded by them! I have no official nieces/nephews yet
94e0c7c638, Cant wait for DTE in Michigan this summer you guys are great look for me in the customized NKOTB Track Jacket
6114b48cb9, nope i have a fifth generation ipod classic  it likes to be dumb
32463a2751, meetings are overrated.
65ed990460,love
505f50a90d, I considered being a nurse when I was younger but I really don`t think I could cope if a baby died
481e268403, I know.  I am definitely going to try and see Up this weekend.
5ce968f9be, Nice!!!!!!!! I WILL be there
52ad93b3fe,miss
e892068fd3," lol that just totally made me laugh, which made my day"
226adfd977,tonight was fun
47f11efc72, this creepy guy when I was walking the dog  I`ve had my fill of creepers for the day
d7b1ac80c4,Good morning
401cc22f49,is on facebook
583bae2083,I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...
f003be5308,Franco made breakfast for Mom. Here he`s trying to cut the strawberries (only safe knife  #fb http://twitpic.com/4wsmw
49ce2570e5," http://twitpic.com/4w9h2 better in person had to send u this, I feel like mouse from 'The American Tail' . Over in RI!"
0693a85163,"Allergies  sun is out, wearing shorts.  Stuck with my advisory the whole day.... This should be boring. Except fun. If people make it fun?"
4b273cd32a, Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff'
22003c0e96,"_merchant I agree, but teenage daughter will be spending my money on the movie of their concert this week."
0fe049b7ea,Someone out there will soon  be the lucky recipient of my 5000th Tweet. Oh wait. ****. THIS was it!
3d1184dabd,Good  morning! Just went to bed it feels and already morning...goes fast! Now i am going to the gym soon. Have a nice day!
c2392d49e0, one of our governors is one of the directors of the company
a25ccabf06,no internet for a week or longer
9b3fcf1668,Jesus Christ meadowhall could do with better air con! Too hot
d7746b6b68,Is listening to P!nk tunage and trying to teach my cat to dance to it... I think she`s getting it we can be backing dancers by next tour
86c20cf6ee, I sure she can
393b22b6c0,"Getting ready for work and the sun is shining, plus it`s the w/e! Bgt tonight..... what am I gonna do after it`s finished?!"
3c03dc0dd0,"this aztec mask is harder then i thought! but u kno what, i think i did a pretty good job for not being an artist"
25e2db9995,"Listenin to some old school new found glory. Hedro, gimi a high school band i can down load. Besides home grown...."
d17a3a37e1,"Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15 and  just wants you to follow him. lol He dosent get to pay bills"
58f1b52257, i want to gooo
32489d483d,evryone come here http://www.blogtv.com/People/GinaNicole2 were spamming so much and blogtv is glitching and it might work
00d907ce33,Ready for tomorrow. My mommy will get her gift for Mother`s Day. Hope she LOVES it!
